updated,A3,A4,A5
21:17:01,7.607,0.557,5.687
21:16:56,7.571,0.569,5.723
21:16:51,7.536,0.569,5.676
21:16:46,7.559,0.557,5.711
21:16:41,7.559,0.557,5.735
21:16:36,7.500,0.557,5.296
21:16:31,7.571,0.581,5.699
21:16:26,7.536,0.569,5.711
21:16:21,7.536,0.557,5.676
21:16:16,7.512,0.569,5.687
21:16:11,7.571,0.592,5.616
21:16:06,7.571,0.581,5.604
21:16:01,7.536,0.581,5.604
21:15:56,7.477,0.569,5.498
21:15:51,7.583,0.557,5.676
21:15:46,7.571,0.545,5.782
21:15:41,7.548,0.533,5.806
21:15:36,7.536,0.569,5.723
21:15:31,7.500,0.557,5.640
21:15:26,7.571,0.592,5.652
21:15:21,7.583,0.604,5.593
21:15:16,7.571,0.616,5.474
21:15:11,7.524,0.640,5.462
21:15:06,7.559,0.652,5.474
21:15:01,7.571,0.664,5.510
21:14:56,7.559,0.652,5.379
21:14:51,7.536,0.675,5.249
21:14:46,7.571,0.664,5.332
21:14:41,7.536,0.664,5.403
21:14:36,7.559,0.652,5.427
21:14:31,7.536,0.664,5.332
21:14:26,7.559,0.664,5.427
21:14:21,7.548,0.640,5.498
21:14:16,7.559,0.628,5.593
21:14:11,7.548,0.581,5.581
21:14:06,7.559,0.569,5.628
21:14:01,7.571,0.545,5.782
21:13:56,7.548,0.545,5.806
21:13:51,7.548,0.521,5.770
21:13:46,7.548,0.533,5.652
21:13:41,7.559,0.557,5.770
21:13:36,7.524,0.569,5.735
21:13:31,7.536,0.557,5.711
21:13:26,7.536,0.581,5.533
21:13:21,7.559,0.616,5.296
21:13:16,7.548,0.640,5.545
21:13:11,7.559,0.628,5.462
21:13:06,7.548,0.628,5.510
21:13:01,7.500,0.616,5.498
21:12:56,7.559,0.640,5.510
21:12:51,7.559,0.640,5.498
21:12:46,7.536,0.664,5.498
21:12:41,7.488,0.628,5.344
21:12:36,7.477,0.628,5.190
21:12:31,7.583,0.652,5.462
21:12:26,7.559,0.652,5.415
21:12:21,7.524,0.652,5.296
21:12:16,7.536,0.652,5.190
21:12:11,7.559,0.640,5.521
21:12:06,7.571,0.604,5.510
21:12:01,7.548,0.592,5.604
21:11:56,7.559,0.581,5.521
21:11:51,7.536,0.569,5.735
21:11:46,7.536,0.533,5.676
21:11:41,7.548,0.557,5.723
21:11:36,7.536,0.581,5.510
21:11:31,7.548,0.557,5.664
21:11:26,7.548,0.592,5.616
21:11:21,7.536,0.592,5.545
21:11:16,7.559,0.604,5.545
21:11:11,7.548,0.616,5.225
21:11:06,7.571,0.616,5.439
21:11:01,7.548,0.640,5.403
21:10:56,7.559,0.664,5.356
21:10:51,7.536,0.675,5.403
21:10:46,7.559,0.652,5.474
21:10:41,7.571,0.664,5.391
21:10:36,7.536,0.628,5.486
21:10:31,7.524,0.628,5.356
21:10:26,7.559,0.604,5.225
21:10:21,7.571,0.604,5.581
21:10:16,7.571,0.604,5.604
21:10:11,7.524,0.592,5.616
21:10:06,7.548,0.592,5.498
21:10:01,7.548,0.581,5.687
21:09:56,7.559,0.616,5.593
21:09:51,7.548,0.640,5.486
21:09:46,7.536,0.628,5.379
21:09:41,7.559,0.640,5.521
21:09:36,7.559,0.628,5.533
21:09:31,7.571,0.628,5.557
21:09:26,7.548,0.628,5.439
21:09:21,7.571,0.616,5.581
21:09:16,7.524,0.592,5.533
21:09:11,7.548,0.592,5.569
21:09:06,7.548,0.592,5.521
21:09:01,7.536,0.581,5.450
21:08:56,7.548,0.581,5.581
21:08:51,7.536,0.604,5.439
21:08:46,7.571,0.652,5.427
21:08:41,7.559,0.675,5.415
21:08:36,7.559,0.687,5.403
21:08:31,7.559,0.687,5.344
21:08:26,7.559,0.699,5.320
21:08:21,7.583,0.699,5.308
21:08:16,7.559,0.675,5.344
21:08:11,7.571,0.664,5.439
21:08:06,7.548,0.652,5.474
21:08:01,7.536,0.640,5.510
21:07:56,7.571,0.604,5.273
21:07:51,7.571,0.581,5.628
21:07:46,7.583,0.616,5.664
21:07:41,7.583,0.569,5.735
21:07:36,7.500,0.545,5.557
21:07:31,7.548,0.498,5.889
21:07:26,7.571,0.509,5.960
21:07:21,7.559,0.498,5.960
21:07:16,7.524,0.498,5.806
21:07:11,7.536,0.533,5.853
21:07:06,7.536,0.545,5.794
21:07:01,7.559,0.545,5.865
21:06:56,7.548,0.521,5.901
21:06:51,7.548,0.509,5.616
21:06:46,7.536,0.521,5.960
21:06:41,7.548,0.521,5.948
21:06:36,7.559,0.509,5.830
21:06:31,7.512,0.521,5.687
21:06:26,7.536,0.509,5.841
21:06:21,7.559,0.521,5.877
21:06:16,7.571,0.521,5.901
21:06:11,7.583,0.521,5.912
21:06:06,7.559,0.498,5.912
21:06:01,7.548,0.498,5.984
21:05:56,7.559,0.521,5.901
21:05:51,7.548,0.509,5.830
21:05:46,7.548,0.474,5.711
21:05:41,7.583,0.474,5.984
21:05:36,7.559,0.474,6.007
21:05:31,7.559,0.462,5.960
21:05:26,7.500,0.474,5.723
21:05:21,7.571,0.450,6.055
21:05:16,7.548,0.474,6.055
21:05:11,7.583,0.498,5.865
21:05:06,7.536,0.486,5.865
21:05:01,7.536,0.521,5.865
21:04:56,7.571,0.521,5.794
21:04:51,7.548,0.533,5.830
21:04:46,7.583,0.557,5.782
21:04:41,7.548,0.581,5.687
21:04:36,7.512,0.581,5.676
21:04:31,7.571,0.581,5.676
21:04:26,7.571,0.592,5.628
21:04:21,7.559,0.581,5.640
21:04:16,7.559,0.592,5.356
21:04:11,7.571,0.592,5.616
21:04:06,7.548,0.604,5.616
21:04:01,7.571,0.592,5.581
21:03:56,7.571,0.581,5.664
21:03:51,7.524,0.569,5.249
21:03:46,7.559,0.581,5.687
21:03:41,7.559,0.557,5.628
21:03:36,7.548,0.557,5.711
21:03:31,7.571,0.545,5.676
21:03:26,7.559,0.557,5.652
21:03:21,7.548,0.592,5.616
21:03:16,7.571,0.581,5.604
21:03:11,7.524,0.604,5.439
21:03:06,7.500,0.592,5.474
21:03:01,7.548,0.616,5.498
21:02:56,7.559,0.604,5.533
21:02:51,7.524,0.640,5.320
21:02:46,7.488,0.675,5.000
21:02:41,7.571,0.687,5.356
21:02:36,7.559,0.687,5.249
21:02:31,7.548,0.687,5.367
21:02:26,7.559,0.640,5.261
21:02:21,7.583,0.616,5.498
21:02:16,7.583,0.628,5.545
21:02:11,7.559,0.652,5.462
21:02:06,7.512,0.640,5.308
21:02:01,7.548,0.628,5.533
21:01:56,7.571,0.652,5.450
21:01:51,7.583,0.675,5.403
21:01:46,7.548,0.711,5.320
21:01:41,7.548,0.711,4.988
21:01:36,7.548,0.711,5.285
21:01:31,7.548,0.711,5.308
21:01:26,7.571,0.699,5.285
21:01:21,7.524,0.723,4.941
21:01:16,7.559,0.758,5.130
21:01:11,7.571,0.746,5.166
21:01:06,7.559,0.746,5.166
21:01:01,7.583,0.746,5.202
21:00:56,7.500,0.758,4.858
21:00:51,7.571,0.735,5.202
21:00:46,7.524,0.735,5.273
21:00:41,7.559,0.699,5.225
21:00:36,7.548,0.723,5.024
21:00:31,7.559,0.711,5.261
21:00:26,7.559,0.723,5.273
21:00:21,7.548,0.746,5.166
21:00:16,7.524,0.758,5.166
21:00:11,7.559,0.746,5.119
21:00:06,7.571,0.758,5.142
21:00:01,7.548,0.746,5.190
20:59:56,7.536,0.735,5.213
20:59:51,7.595,0.723,4.882
20:59:46,7.559,0.711,5.308
20:59:41,7.571,0.711,5.296
20:59:36,7.571,0.699,5.285
20:59:31,7.488,0.711,4.988
20:59:26,7.559,0.699,5.391
20:59:21,7.583,0.687,5.367
20:59:16,7.571,0.687,5.367
20:59:11,7.571,0.687,5.415
20:59:06,7.559,0.664,5.474
20:59:01,7.583,0.664,5.474
20:58:56,7.583,0.652,5.439
20:58:51,7.571,0.687,5.367
20:58:46,7.548,0.664,5.285
20:58:41,7.583,0.723,5.213
20:58:36,7.571,0.758,5.142
20:58:31,7.559,0.806,5.083
20:58:26,7.583,0.782,4.834
20:58:21,7.583,0.782,5.083
20:58:16,7.571,0.782,5.083
20:58:11,7.559,0.794,5.048
20:58:06,7.559,0.794,5.000
20:58:01,7.583,0.782,5.059
20:57:56,7.548,0.782,5.107
20:57:51,7.559,0.782,5.142
20:57:46,7.595,0.782,5.119
20:57:41,7.583,0.782,5.083
20:57:36,7.559,0.770,5.119
20:57:31,7.559,0.782,5.083
20:57:26,7.548,0.770,5.142
20:57:21,7.559,0.758,5.190
20:57:16,7.571,0.723,5.178
20:57:11,7.583,0.735,5.213
20:57:06,7.583,0.735,5.213
20:57:01,7.548,0.711,5.320
20:56:56,7.559,0.711,5.308
20:56:51,7.559,0.723,5.285
20:56:46,7.559,0.735,5.285
20:56:41,7.548,0.711,5.213
20:56:36,7.559,0.711,5.296
20:56:31,7.536,0.699,5.320
20:56:26,7.595,0.675,5.332
20:56:21,7.559,0.735,5.059
20:56:16,7.488,0.723,5.142
20:56:11,7.559,0.735,5.213
20:56:06,7.583,0.770,5.130
20:56:01,7.583,0.794,5.095
20:55:56,7.512,0.782,4.834
20:55:51,7.571,0.806,4.976
20:55:46,7.571,0.829,4.988
20:55:41,7.571,0.818,4.894
20:55:36,7.536,0.829,4.929
20:55:31,7.571,0.818,4.976
20:55:26,7.595,0.818,5.024
20:55:21,7.559,0.818,4.953
20:55:16,7.571,0.818,4.858
20:55:11,7.595,0.841,4.858
20:55:06,7.583,0.877,4.846
20:55:01,7.595,0.877,4.799
20:54:56,7.559,0.865,4.728
20:54:51,7.536,0.877,4.550
20:54:46,7.595,0.865,4.834
20:54:41,7.607,0.853,4.917
20:54:36,7.559,0.841,4.858
20:54:31,7.512,0.841,4.870
20:54:26,7.571,0.853,4.882
20:54:21,7.559,0.865,4.858
20:54:16,7.559,0.877,4.834
20:54:11,7.571,0.865,4.739
20:54:06,7.571,0.877,4.834
20:54:01,7.595,0.877,4.811
20:53:56,7.571,0.877,4.834
20:53:51,7.548,0.865,4.763
20:53:46,7.536,0.889,4.574
20:53:41,7.548,0.865,4.811
20:53:36,7.583,0.877,4.763
20:53:31,7.583,0.865,4.799
20:53:26,7.583,0.853,4.787
20:53:21,7.548,0.877,4.834
20:53:16,7.559,0.853,4.858
20:53:11,7.571,0.841,4.905
20:53:06,7.595,0.818,4.846
20:53:01,7.512,0.818,4.905
20:52:56,7.559,0.853,4.894
20:52:51,7.559,0.877,4.846
20:52:46,7.559,0.865,4.858
20:52:41,7.583,0.853,4.882
20:52:36,7.559,0.841,4.976
20:52:31,7.583,0.853,4.976
20:52:26,7.536,0.853,4.870
20:52:21,7.571,0.877,4.668
20:52:16,7.488,0.877,4.751
20:52:11,7.583,0.912,4.739
20:52:06,7.571,0.889,4.858
20:52:01,7.559,0.877,4.739
20:51:56,7.477,0.877,4.467
20:51:51,7.559,0.877,4.858
20:51:46,7.583,0.889,4.811
20:51:41,7.571,0.877,4.751
20:51:36,7.536,0.877,4.514
20:51:31,7.559,0.877,4.763
20:51:26,7.571,0.865,4.799
20:51:21,7.583,0.865,4.882
20:51:16,7.595,0.829,5.012
20:51:11,7.559,0.806,5.048
20:51:06,7.559,0.782,5.142
20:51:01,7.583,0.758,5.225
20:50:56,7.583,0.735,5.202
20:50:51,7.559,0.735,5.225
20:50:46,7.571,0.735,5.202
20:50:41,7.559,0.746,5.190
20:50:36,7.571,0.746,5.166
20:50:31,7.595,0.782,5.107
20:50:26,7.583,0.806,5.083
20:50:21,7.571,0.770,5.024
20:50:16,7.595,0.806,5.012
20:50:11,7.583,0.829,5.000
20:50:06,7.571,0.829,4.965
20:50:01,7.571,0.841,4.941
20:49:56,7.571,0.829,4.965
20:49:51,7.548,0.794,5.024
20:49:46,7.583,0.818,4.988
20:49:41,7.571,0.818,5.048
20:49:36,7.559,0.806,5.024
20:49:31,7.571,0.818,4.858
20:49:26,7.559,0.818,5.000
20:49:21,7.559,0.829,4.953
20:49:16,7.571,0.818,5.012
20:49:11,7.524,0.806,4.976
20:49:06,7.559,0.853,4.917
20:49:01,7.559,0.865,4.870
20:48:56,7.583,0.877,4.834
20:48:51,7.548,0.889,4.763
20:48:46,7.559,0.924,4.728
20:48:41,7.559,0.924,4.704
20:48:36,7.548,0.924,4.716
20:48:31,7.536,0.912,4.668
20:48:26,7.595,0.924,4.408
20:48:21,7.583,0.912,4.739
20:48:16,7.607,0.924,4.751
20:48:11,7.548,0.901,4.716
20:48:06,7.548,0.901,4.763
20:48:01,7.607,0.889,4.822
20:47:56,7.595,0.901,4.822
20:47:51,7.559,0.865,4.751
20:47:46,7.536,0.877,4.621
20:47:41,7.571,0.877,4.846
20:47:36,7.583,0.901,4.811
20:47:31,7.583,0.901,4.799
20:47:26,7.536,0.889,4.597
20:47:21,7.524,0.889,4.775
20:47:16,7.548,0.948,4.668
20:47:11,7.583,0.948,4.633
20:47:06,7.548,0.960,4.550
20:47:01,7.512,0.948,4.574
20:46:56,7.559,0.960,4.550
20:46:51,7.571,0.972,4.597
20:46:46,7.571,0.983,4.455
20:46:41,7.536,1.007,4.183
20:46:36,7.548,1.007,4.443
20:46:31,7.559,1.043,4.408
20:46:26,7.559,1.031,4.360
20:46:21,7.559,1.031,4.230
20:46:16,7.583,1.055,4.337
20:46:11,7.571,1.066,4.301
20:46:06,7.571,1.066,4.348
20:46:01,7.559,1.055,4.372
20:45:56,7.512,1.019,4.360
20:45:51,7.571,1.007,4.396
20:45:46,7.583,1.019,4.479
20:45:41,7.571,0.983,4.514
20:45:36,7.548,0.972,4.526
20:45:31,7.559,0.995,4.550
20:45:26,7.583,0.948,4.597
20:45:21,7.583,0.912,4.716
20:45:16,7.524,0.912,4.739
20:45:11,7.595,0.912,4.739
20:45:06,7.571,0.936,4.657
20:45:01,7.583,0.912,4.704
20:44:56,7.583,0.912,4.621
20:44:51,7.524,0.924,4.408
20:44:46,7.583,0.936,4.716
20:44:41,7.583,0.960,4.645
20:44:36,7.559,0.948,4.597
20:44:31,7.500,0.936,4.692
20:44:26,7.571,0.912,4.633
20:44:21,7.583,0.924,4.751
20:44:16,7.571,0.924,4.668
20:44:11,7.536,0.924,4.538
20:44:06,7.559,0.924,4.680
20:44:01,7.559,0.865,4.799
20:43:56,7.559,0.877,4.822
20:43:51,7.536,0.865,4.728
20:43:46,7.571,0.853,4.858
20:43:41,7.583,0.865,4.846
20:43:36,7.571,0.901,4.834
20:43:31,7.595,0.912,4.739
20:43:26,7.571,0.889,4.728
20:43:21,7.583,0.948,4.657
20:43:16,7.559,0.912,4.716
20:43:11,7.548,0.912,4.704
20:43:06,7.559,0.924,4.514
20:43:01,7.583,0.948,4.609
20:42:56,7.595,0.972,4.574
20:42:51,7.595,0.983,4.550
20:42:46,7.571,0.972,4.443
20:42:41,7.571,0.983,4.467
20:42:36,7.583,0.995,4.443
20:42:31,7.595,0.983,4.467
20:42:26,7.559,0.995,4.479
20:42:21,7.571,0.972,4.230
20:42:16,7.559,0.972,4.514
20:42:11,7.583,0.960,4.609
20:42:06,7.571,0.960,4.526
20:42:01,7.595,0.948,4.538
20:41:56,7.571,0.972,4.574
20:41:51,7.571,0.972,4.597
20:41:46,7.571,0.972,4.491
20:41:41,7.559,0.948,4.384
20:41:36,7.571,0.972,4.550
20:41:31,7.571,0.995,4.479
20:41:26,7.559,0.995,4.455
20:41:21,7.571,0.995,4.443
20:41:16,7.583,1.019,4.443
20:41:11,7.559,1.007,4.479
20:41:06,7.583,0.995,4.455
20:41:01,7.536,1.007,4.348
20:40:56,7.583,1.007,4.396
20:40:51,7.595,0.983,4.431
20:40:46,7.583,0.995,4.514
20:40:41,7.548,0.983,4.491
20:40:36,7.524,0.960,4.254
20:40:31,7.595,0.995,4.443
20:40:26,7.571,1.019,4.431
20:40:21,7.583,1.043,4.348
20:40:16,7.524,1.019,4.325
20:40:11,7.571,1.031,4.348
20:40:06,7.571,1.031,4.337
20:40:01,7.595,1.031,4.384
20:39:56,7.595,1.043,4.348
20:39:51,7.559,1.043,4.289
20:39:46,7.571,1.007,4.396
20:39:41,7.607,1.019,4.443
20:39:36,7.571,1.019,4.431
20:39:31,7.583,0.995,4.183
20:39:26,7.536,0.995,4.455
20:39:21,7.571,1.007,4.431
20:39:16,7.583,1.007,4.467
20:39:11,7.583,1.019,4.420
20:39:06,7.595,1.066,4.337
20:39:01,7.571,1.055,4.301
20:38:56,7.571,1.055,4.325
20:38:51,7.571,1.031,4.348
20:38:46,7.583,1.031,4.408
20:38:41,7.571,1.031,4.431
20:38:36,7.583,1.019,4.479
20:38:31,7.559,0.995,4.443
20:38:26,7.583,0.983,4.111
20:38:21,7.666,1.031,4.360
20:38:16,7.583,1.066,4.301
20:38:11,7.583,1.090,4.360
20:38:06,7.571,1.078,4.159
20:38:01,7.607,1.078,4.266
20:37:56,7.571,1.090,4.266
20:37:51,7.559,1.078,4.254
20:37:46,7.571,1.102,4.159
20:37:41,7.500,1.102,3.981
20:37:36,7.583,1.126,4.171
20:37:31,7.595,1.149,4.147
20:37:26,7.583,1.149,4.100
20:37:21,7.571,1.137,4.183
20:37:16,7.559,1.126,4.159
20:37:11,7.583,1.114,4.183
20:37:06,7.571,1.102,4.266
20:37:01,7.595,1.114,4.218
20:36:56,7.595,1.102,4.230
20:36:51,7.583,1.078,4.277
20:36:46,7.595,1.090,4.313
20:36:41,7.619,1.078,4.254
20:36:36,7.583,1.090,4.206
20:36:31,7.571,1.102,4.230
20:36:26,7.583,1.090,4.254
20:36:21,7.548,1.066,4.325
20:36:16,7.559,1.055,4.337
20:36:11,7.595,1.090,4.289
20:36:06,7.595,1.078,4.266
20:36:01,7.571,1.078,4.230
20:35:56,7.571,1.078,4.266
20:35:51,7.559,1.078,4.230
20:35:46,7.583,1.090,4.254
20:35:41,7.595,1.090,4.266
20:35:36,7.583,1.066,4.301
20:35:31,7.559,1.043,4.384
20:35:26,7.619,1.043,4.348
20:35:21,7.583,1.043,4.360
20:35:16,7.607,1.031,4.396
20:35:11,7.583,1.031,4.384
20:35:06,7.583,1.019,4.313
20:35:01,7.571,1.031,4.111
20:34:56,7.583,1.090,4.266
20:34:51,7.571,1.126,4.183
20:34:46,7.548,1.149,4.076
20:34:41,7.571,1.161,4.111
20:34:36,7.595,1.149,4.088
20:34:31,7.595,1.149,4.147
20:34:26,7.595,1.161,4.123
20:34:21,7.571,1.149,4.064
20:34:16,7.583,1.173,4.076
20:34:11,7.583,1.173,4.052
20:34:06,7.571,1.173,4.088
20:34:01,7.595,1.149,4.111
20:33:56,7.583,1.126,4.171
20:33:51,7.571,1.102,4.159
20:33:46,7.571,1.126,4.206
20:33:41,7.595,1.126,4.159
20:33:36,7.571,1.114,4.242
20:33:31,7.595,1.102,4.183
20:33:26,7.536,1.102,4.123
20:33:21,7.536,1.114,4.230
20:33:16,7.595,1.078,4.242
20:33:11,7.595,1.090,4.301
20:33:06,7.595,1.066,4.313
20:33:01,7.595,1.066,4.159
20:32:56,7.571,1.066,4.266
20:32:51,7.607,1.066,4.266
20:32:46,7.595,1.078,4.254
20:32:41,7.583,1.090,4.206
20:32:36,7.583,1.090,4.289
20:32:31,7.595,1.055,4.254
20:32:26,7.595,1.066,4.301
20:32:21,7.559,1.055,4.277
20:32:16,7.524,1.066,4.313
20:32:11,7.595,1.114,4.218
20:32:06,7.583,1.114,4.171
20:32:01,7.607,1.126,4.040
20:31:56,7.583,1.126,4.100
20:31:51,7.559,1.161,4.111
20:31:46,7.559,1.137,4.100
20:31:41,7.583,1.137,4.029
20:31:36,7.595,1.185,3.993
20:31:31,7.583,1.209,3.934
20:31:26,7.548,1.220,3.851
20:31:21,7.583,1.220,3.898
20:31:16,7.571,1.209,3.922
20:31:11,7.595,1.220,3.886
20:31:06,7.595,1.232,3.839
20:31:01,7.583,1.232,3.898
20:30:56,7.559,1.232,3.875
20:30:51,7.559,1.268,3.827
20:30:46,7.583,1.268,3.780
20:30:41,7.583,1.268,3.756
20:30:36,7.571,1.256,3.732
20:30:31,7.536,1.280,3.756
20:30:26,7.571,1.268,3.780
20:30:21,7.595,1.280,3.827
20:30:16,7.583,1.244,3.839
20:30:11,7.571,1.268,3.803
20:30:06,7.559,1.268,3.803
20:30:01,7.571,1.280,3.803
20:29:56,7.595,1.244,3.768
20:29:51,7.595,1.280,3.827
20:29:46,7.536,1.244,3.815
20:29:41,7.548,1.256,3.803
20:29:36,7.559,1.268,3.792
20:29:31,7.583,1.256,3.815
20:29:26,7.595,1.268,3.851
20:29:21,7.583,1.256,3.839
20:29:16,7.583,1.244,3.566
20:29:11,7.571,1.244,3.792
20:29:06,7.583,1.303,3.815
20:29:01,7.583,1.303,3.732
20:28:56,7.548,1.303,3.756
20:28:51,7.559,1.315,3.732
20:28:46,7.548,1.315,3.709
20:28:41,7.583,1.315,3.732
20:28:36,7.595,1.292,3.697
20:28:31,7.559,1.303,3.756
20:28:26,7.559,1.303,3.756
20:28:21,7.607,1.303,3.756
20:28:16,7.583,1.292,3.768
20:28:11,7.595,1.327,3.756
20:28:06,7.595,1.292,3.732
20:28:01,7.583,1.303,3.780
20:27:56,7.559,1.315,3.744
20:27:51,7.571,1.327,3.756
20:27:46,7.571,1.315,3.720
20:27:41,7.583,1.339,3.720
20:27:36,7.559,1.327,3.685
20:27:31,7.583,1.315,3.720
20:27:26,7.583,1.327,3.709
20:27:21,7.571,1.315,3.709
20:27:16,7.559,1.315,3.744
20:27:11,7.571,1.303,3.768
20:27:06,7.559,1.292,3.803
20:27:01,7.571,1.292,3.827
20:26:56,7.571,1.268,3.815
20:26:51,7.548,1.280,3.697
20:26:46,7.583,1.268,3.839
20:26:41,7.595,1.244,3.851
20:26:36,7.571,1.280,3.815
20:26:31,7.571,1.280,3.827
20:26:26,7.559,1.280,3.839
20:26:21,7.595,1.256,3.780
20:26:16,7.571,1.280,3.815
20:26:11,7.571,1.268,3.732
20:26:06,7.595,1.268,3.792
20:26:01,7.583,1.292,3.815
20:25:56,7.559,1.292,3.768
20:25:51,7.559,1.280,3.780
20:25:46,7.548,1.256,3.803
20:25:41,7.595,1.268,3.875
20:25:36,7.559,1.244,3.922
20:25:31,7.571,1.232,3.922
20:25:26,7.536,1.220,3.732
20:25:21,7.583,1.220,3.969
20:25:16,7.583,1.220,3.981
20:25:11,7.583,1.173,4.005
20:25:06,7.571,1.161,4.064
20:25:01,7.571,1.161,4.029
20:24:56,7.595,1.173,4.040
20:24:51,7.583,1.197,3.969
20:24:46,7.595,1.220,3.957
20:24:41,7.524,1.220,3.578
20:24:36,7.559,1.232,3.863
20:24:31,7.583,1.256,3.886
20:24:26,7.559,1.256,3.780
20:24:21,7.595,1.256,3.780
20:24:16,7.571,1.244,3.768
20:24:11,7.559,1.280,3.744
20:24:06,7.559,1.292,3.744
20:24:01,7.559,1.339,3.590
20:23:56,7.583,1.351,3.614
20:23:51,7.571,1.351,3.649
20:23:46,7.571,1.351,3.649
20:23:41,7.559,1.339,3.638
20:23:36,7.500,1.351,3.661
20:23:31,7.595,1.351,3.661
20:23:26,7.571,1.315,3.661
20:23:21,7.583,1.327,3.661
20:23:16,7.571,1.315,3.661
20:23:11,7.583,1.327,3.673
20:23:06,7.571,1.339,3.661
20:23:01,7.559,1.351,3.649
20:22:56,7.583,1.339,3.555
20:22:51,7.571,1.386,3.626
20:22:46,7.583,1.386,3.626
20:22:41,7.571,1.398,3.590
20:22:36,7.571,1.398,3.590
20:22:31,7.583,1.386,3.614
20:22:26,7.583,1.410,3.602
20:22:21,7.583,1.398,3.590
20:22:16,7.559,1.398,3.578
20:22:11,7.571,1.386,3.602
20:22:06,7.571,1.398,3.626
20:22:01,7.571,1.398,3.566
20:21:56,7.559,1.422,3.566
20:21:51,7.512,1.386,3.353
20:21:46,7.595,1.398,3.638
20:21:41,7.559,1.386,3.614
20:21:36,7.571,1.386,3.614
20:21:31,7.583,1.374,3.590
20:21:26,7.595,1.363,3.590
20:21:21,7.583,1.398,3.638
20:21:16,7.571,1.386,3.626
20:21:11,7.536,1.363,3.460
20:21:06,7.595,1.374,3.673
20:21:01,7.607,1.363,3.638
20:20:56,7.595,1.374,3.638
20:20:51,7.559,1.374,3.602
20:20:46,7.583,1.363,3.602
20:20:41,7.583,1.339,3.638
20:20:36,7.595,1.374,3.638
20:20:31,7.559,1.374,3.638
20:20:26,7.571,1.363,3.401
20:20:21,7.595,1.374,3.602
20:20:16,7.595,1.386,3.614
20:20:11,7.595,1.386,3.602
20:20:06,7.595,1.363,3.626
20:20:01,7.583,1.398,3.661
20:19:56,7.583,1.386,3.661
20:19:51,7.583,1.386,3.543
20:19:46,7.524,1.363,3.649
20:19:41,7.595,1.363,3.638
20:19:36,7.583,1.386,3.649
20:19:31,7.548,1.363,3.626
20:19:26,7.583,1.374,3.531
20:19:21,7.583,1.386,3.661
20:19:16,7.583,1.374,3.638
20:19:11,7.583,1.374,3.626
20:19:06,7.583,1.374,3.555
20:19:01,7.654,1.363,3.614
20:18:56,7.583,1.374,3.685
20:18:51,7.595,1.339,3.673
20:18:46,7.548,1.351,3.661
20:18:41,7.571,1.327,3.661
20:18:36,7.595,1.339,3.709
20:18:31,7.595,1.339,3.720
20:18:26,7.571,1.327,3.744
20:18:21,7.548,1.292,3.626
20:18:16,7.583,1.315,3.685
20:18:11,7.595,1.339,3.744
20:18:06,7.583,1.351,3.697
20:18:01,7.548,1.351,3.578
20:17:56,7.571,1.327,3.638
20:17:51,7.583,1.374,3.638
20:17:46,7.583,1.363,3.614
20:17:41,7.583,1.374,3.543
20:17:36,7.595,1.374,3.614
20:17:31,7.583,1.386,3.614
20:17:26,7.571,1.386,3.638
20:17:21,7.571,1.386,3.614
20:17:16,7.524,1.374,3.626
20:17:11,7.583,1.398,3.626
20:17:06,7.595,1.398,3.614
20:17:01,7.571,1.422,3.602
20:16:56,7.583,1.398,3.602
20:16:51,7.583,1.410,3.626
20:16:46,7.583,1.422,3.626
20:16:41,7.536,1.363,3.531
20:16:36,7.583,1.386,3.602
20:16:31,7.571,1.422,3.614
20:16:26,7.583,1.386,3.590
20:16:21,7.559,1.410,3.590
20:16:16,7.536,1.398,3.412
20:16:11,7.559,1.410,3.638
20:16:06,7.607,1.422,3.638
20:16:01,7.571,1.386,3.614
20:15:56,7.524,1.398,3.412
20:15:51,7.583,1.410,3.661
20:15:46,7.583,1.410,3.602
20:15:41,7.571,1.410,3.590
20:15:36,7.583,1.398,3.566
20:15:31,7.595,1.398,3.614
20:15:26,7.607,1.386,3.590
20:15:21,7.571,1.398,3.578
20:15:16,7.536,1.386,3.578
20:15:11,7.607,1.398,3.590
20:15:06,7.583,1.386,3.590
20:15:01,7.559,1.398,3.614
20:14:56,7.571,1.434,3.614
20:14:51,7.595,1.398,3.484
20:14:46,7.571,1.410,3.614
20:14:41,7.595,1.386,3.638
20:14:36,7.583,1.410,3.626
20:14:31,7.702,1.410,3.578
20:14:26,7.583,1.422,3.602
20:14:21,7.583,1.422,3.614
20:14:16,7.583,1.410,3.626
20:14:11,7.595,1.398,3.626
20:14:06,7.583,1.422,3.649
20:14:01,7.548,1.410,3.673
20:13:56,7.583,1.410,3.602
20:13:51,7.571,1.410,3.638
20:13:46,7.571,1.410,3.638
20:13:41,7.571,1.422,3.661
20:13:36,7.571,1.422,3.709
20:13:31,7.583,1.410,3.709
20:13:26,7.583,1.386,3.709
20:13:21,7.571,1.398,3.744
20:13:16,7.559,1.422,3.720
20:13:11,7.583,1.422,3.732
20:13:06,7.559,1.398,3.720
20:13:01,7.595,1.398,3.709
20:12:56,7.583,1.422,3.720
20:12:51,7.559,1.410,3.685
20:12:46,7.583,1.422,3.661
20:12:41,7.536,1.398,3.661
20:12:36,7.595,1.410,3.649
20:12:31,7.571,1.422,3.638
20:12:26,7.559,1.422,3.590
20:12:21,7.571,1.398,3.472
